
  _real,_time |   _totl,_time |   missn,_time |   timer,_time |   _zulu,_time |   local,_time |   hobbs,_time |   _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   _elev,stick |   ailrn,stick |   ruddr,stick |   sweep,1,deg |   sweep,2,deg |   sweep,h,deg |   _vect,ratio |   sweep,ratio |   incid,ratio |   dihed,ratio |   retra,ratio |   _elev,_surf |   ailrn,_surf |   ruddr,_surf |   nwhel,steer |   _trim,_elev |   _trim,ailrn |   _trim,ruddr |   _flap,handl |   _flap,postn |   _slat,ratio |   sbrak,handl |   sbrak,postn |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   alpha,__deg |   _beta,__deg |   hpath,__deg |   vpath,__deg |   _slip,__deg |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   ___on,runwy |   __alt,__ind |   __lat,orign |   __lon,orign |   thro1,_part |   power,_1,hp |   thrst,_1,lb |   rpm_1,engin |   rpm_1,_prop |   empty,___lb |   payld,___lb |   _fuel,totlb |   jetti,___lb |   curnt,___lb |   maxim,___lb |   ___cg,ftref |   wing1,_lift |   wing1,_lift |   wing2,_lift |   wing2,_lift |   wing3,_lift |   wing3,_lift |   wing1,_drag |   wing1,_drag |   wing2,_drag |   wing2,_drag |   wing3,_drag |   wing3,_drag | 
    594.31281 |     542.91577 |     542.91577 |       0.00000 |       9.62081 |      10.62081 |       7.78458 |      -6.48761 |      11.30528 |      11.31505 |      14.10736 |      -7.46581 |      13.02112 |      16.23552 |       0.00043 |       0.00000 |      -0.81566 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00269 |       0.00589 |      -0.80675 |      -7.37978 |       0.07000 |       0.00000 |       0.00000 |       0.00360 |       0.00360 |       0.00000 |       0.00000 |       0.00000 |       1.76210 |       0.76271 |      15.64012 |      14.44553 |       1.08666 |      -0.46667 |      15.33253 |       0.65646 |      -1.54982 |      41.90641 |       2.76491 |     442.90723 |       0.27155 |       1.00000 |     462.43796 |      41.50000 |       3.00000 |       0.17302 |      12.29813 |     117.19595 |    1034.52979 |    1034.52979 |    1721.00000 |     125.55000 |     160.74603 |       0.00000 |    2007.29614 |    2558.00024 |       0.00000 |      20.88536 |       9.67643 |       6.13846 |      10.85781 |       1.03717 |      -0.48544 |       0.83425 |       0.34764 |       0.12920 |       0.23569 |       0.02344 |       0.02086 | 
    599.31372 |     547.91663 |     547.91663 |       0.00000 |       9.62220 |      10.62220 |       7.78597 |      -6.62937 |      11.17394 |      11.18382 |      13.90793 |      -7.62895 |      12.87011 |      16.00689 |       0.00071 |       0.00000 |       0.22728 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |      -0.00443 |       0.00857 |       0.22553 |       2.27280 |       0.07000 |       0.00000 |       0.00000 |       0.00360 |       0.00360 |       0.00000 |       0.00000 |       0.00000 |       2.00072 |       0.16893 |       8.24119 |       7.04660 |       1.08645 |       2.75720 |       8.40449 |       0.89034 |       1.44662 |      41.90672 |       2.76491 |     444.26425 |       0.27308 |       1.00000 |     463.72537 |      41.50000 |       3.00000 |       0.17302 |      12.30805 |     117.08281 |    1033.04102 |    1033.04102 |    1721.00000 |     125.55000 |     160.70869 |       0.00000 |    2007.25879 |    2558.00024 |       0.00000 |      20.09537 |       8.34076 |       9.23286 |       7.03490 |       1.37893 |      -0.97264 |       0.79584 |       0.29515 |       0.19930 |       0.14827 |       0.02819 |       0.02356 | 
    604.32269 |     552.92566 |     552.92566 |       0.00000 |       9.62359 |      10.62359 |       7.78736 |      -6.09942 |      11.55143 |      11.56196 |      14.32541 |      -7.01908 |      13.30527 |      16.48747 |       0.00071 |       0.00000 |      -0.97888 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |      -0.01106 |       0.00517 |      -0.97388 |      -3.12226 |       0.07000 |       0.00000 |       0.00000 |       0.00360 |       0.00360 |       0.00000 |       0.00000 |       0.00000 |       2.14544 |       0.29878 |      31.15895 |      29.96433 |       1.24407 |      -1.70950 |      30.93879 |       0.91152 |       2.39785 |      41.90702 |       2.76507 |     446.16434 |       0.27209 |       1.00000 |     465.55835 |      41.50000 |       3.00000 |       0.17302 |      12.29843 |     116.24776 |    1034.15637 |    1034.15637 |    1721.00000 |     125.55000 |     160.67136 |       0.00000 |    2007.22144 |    2558.00024 |       0.00000 |      23.51390 |       9.50402 |       7.48172 |      10.39403 |       0.83365 |      -0.16595 |       0.93930 |       0.34158 |       0.15730 |       0.23459 |       0.02264 |       0.01909 | 
    609.32715 |     557.93005 |     557.93005 |       0.00000 |       9.62498 |      10.62498 |       7.78875 |      -6.16278 |      11.47916 |      11.48998 |      14.28649 |      -7.09200 |      13.22244 |      16.44323 |       0.00071 |       0.00000 |      -0.03261 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |      -0.00408 |       0.00661 |      -0.02477 |      -0.32609 |       0.07000 |       0.00000 |       0.00000 |       0.00360 |       0.00360 |       0.00000 |       0.00000 |       0.00000 |       2.09353 |      -0.02039 |      18.75325 |      17.55860 |       1.06678 |       0.24406 |      18.87231 |       1.02392 |       0.58370 |      41.90734 |       2.76520 |     448.27704 |       0.27683 |       1.00000 |     467.64847 |      41.50000 |       3.00000 |       0.17302 |      12.29998 |     116.89231 |    1033.71216 |    1033.71216 |    1721.00000 |     125.55000 |     160.63400 |       0.00000 |    2007.18408 |    2558.00024 |       0.00000 |      21.52625 |       9.22289 |       7.75489 |       9.29875 |       1.07986 |      -0.54317 |       0.84750 |       0.33055 |       0.16301 |       0.20120 |       0.02438 |       0.02039 | 
    614.32721 |     562.93018 |     562.93018 |       0.00000 |       9.62637 |      10.62637 |       7.79014 |      -5.70183 |      11.77789 |      11.78936 |      14.57590 |      -6.56155 |      13.56695 |      16.77652 |       0.00071 |       0.00000 |      -0.02205 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |      -0.00546 |       0.00845 |      -0.01736 |      -0.22049 |       0.07000 |       0.00000 |       0.00000 |       0.00360 |       0.00360 |       0.00000 |       0.00000 |       0.00000 |       2.19174 |      -0.21920 |      15.47224 |      14.27756 |       1.10571 |      -0.93041 |      15.35627 |       1.06043 |       0.33810 |      41.90766 |       2.76532 |     450.37326 |       0.27636 |       1.00000 |     469.75891 |      41.50000 |       3.00000 |       0.17302 |      12.29354 |     115.57462 |    1034.38623 |    1034.38623 |    1721.00000 |     125.55000 |     160.59666 |       0.00000 |    2007.14673 |    2558.00024 |       0.00000 |      23.35340 |       9.27359 |       9.37330 |       8.73645 |       0.96423 |      -0.35542 |       0.92768 |       0.32387 |       0.20062 |       0.18582 |       0.02352 |       0.01949 | 
    619.31842 |     567.92139 |     567.92139 |       0.00000 |       9.62776 |      10.62776 |       7.79152 |      -5.27383 |      12.33805 |      12.35040 |      15.13794 |      -6.06901 |      14.21259 |      17.42085 |       0.00071 |       0.00000 |       0.13159 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |      -0.00730 |       0.00865 |       0.12708 |       1.31594 |       0.07000 |       0.00000 |       0.00000 |       0.00360 |       0.00360 |       0.00000 |       0.00000 |       0.00000 |       1.65583 |       0.55688 |      19.03649 |      17.84178 |       1.27667 |      -0.68995 |      18.88113 |       0.39787 |       1.37264 |      41.90799 |       2.76544 |     452.21881 |       0.26239 |       1.00000 |     471.82901 |      41.50000 |       3.00000 |       0.17302 |      12.31358 |     116.25760 |    1031.40552 |    1031.40552 |    1721.00000 |     125.55000 |     160.55933 |       0.00000 |    2007.10950 |    2558.00024 |       0.00000 |      24.96828 |      10.43501 |      11.54368 |       9.11526 |       0.99399 |      -0.24615 |       0.98353 |       0.35283 |       0.25102 |       0.19423 |       0.02455 |       0.01919 | 
    624.31506 |     572.91803 |     572.91803 |       0.00000 |       9.62914 |      10.62914 |       7.79291 |      -3.20359 |      13.97631 |      13.99035 |      16.78777 |      -3.68662 |      16.09980 |      19.31903 |       0.00071 |       0.00000 |      -0.09090 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |      -0.00711 |       0.00830 |      -0.07643 |      -0.90900 |       0.07000 |       0.00000 |       0.00000 |       0.00360 |       0.00360 |       0.00000 |       0.00000 |       0.00000 |       1.18641 |       0.75859 |      20.91503 |      19.72028 |       1.16442 |      -0.09436 |      21.30692 |       0.04074 |      -1.39604 |      41.90833 |       2.76564 |     452.48199 |       0.27356 |       1.00000 |     472.22366 |      41.50000 |       3.00000 |       0.17302 |      12.31548 |     114.59147 |    1031.11389 |    1031.11389 |    1721.00000 |     125.55000 |     160.52199 |       0.00000 |    2007.07202 |    2558.00024 |       0.00000 |      25.25479 |      14.81281 |      12.38480 |      13.40872 |       1.06739 |      -0.30244 |       0.94466 |       0.47873 |       0.26784 |       0.28415 |       0.02575 |       0.02229 | 
    629.32263 |     577.92560 |     577.92560 |       0.00000 |       9.63054 |      10.63054 |       7.79430 |      -1.32148 |      15.42547 |      15.44108 |      18.23516 |      -1.52073 |      17.76928 |      20.98476 |       0.00071 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |      -0.01220 |       0.00729 |       0.00631 |       0.00000 |       0.07000 |       0.00000 |       0.00000 |       0.00360 |       0.00360 |       0.00000 |       0.00000 |       0.00000 |       1.30908 |       0.58764 |      14.18682 |      12.99204 |       1.12183 |       0.37554 |      14.32464 |       0.18782 |      -1.14631 |      41.90871 |       2.76578 |     453.00195 |       0.27340 |       1.00000 |     472.68649 |      41.50000 |       3.00000 |       0.17302 |      12.32937 |     112.84030 |    1029.08838 |    1029.08838 |    1721.00000 |     125.55000 |     160.48463 |       0.00000 |    2007.03467 |    2558.00024 |       0.00000 |      27.11457 |      17.96670 |      15.15997 |      15.91828 |       1.08965 |      -0.27135 |       0.97262 |       0.57315 |       0.32334 |       0.33967 |       0.02777 |       0.02410 | 
    634.32788 |     582.93085 |     582.93085 |       0.00000 |       9.63193 |      10.63193 |       7.79569 |       0.54706 |      14.65301 |      14.66797 |      17.17418 |       0.62955 |      16.87960 |      19.76576 |       0.00071 |      -0.00008 |      -0.48016 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.08213 |       0.00813 |      -0.46389 |      -3.92321 |       0.07000 |       0.00000 |       0.00000 |       0.00360 |       0.00360 |       0.00000 |       0.00000 |       0.00000 |      -0.04593 |       0.64424 |      12.77485 |      11.58003 |      -0.97824 |      -4.46301 |      12.72509 |       0.82838 |      -2.01814 |      41.90913 |       2.76594 |     453.62576 |       0.29046 |       1.00000 |     473.18234 |      41.50000 |       3.00000 |       0.17302 |      12.33233 |     116.84171 |    1028.59509 |    1028.59509 |    1721.00000 |     125.55000 |     160.44727 |       0.00000 |    2006.99744 |    2558.00024 |       0.00000 |      20.65865 |      10.23822 |       6.63613 |       9.55125 |      -0.30803 |       0.09780 |       0.64429 |       0.31292 |       0.15125 |       0.21390 |       0.02290 |       0.02180 | 
    639.32336 |     587.92627 |     587.92627 |       0.00000 |       9.63331 |      10.63331 |       7.79708 |     -12.47492 |       6.09975 |       6.10606 |       8.90048 |     -14.35588 |       7.02673 |      10.24297 |       0.00071 |       0.00000 |      -0.06760 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |      -0.00148 |       0.00814 |      -0.05948 |      -0.67598 |       0.07000 |       0.00000 |       0.00000 |       0.00360 |       0.00360 |       0.00000 |       0.00000 |       0.00000 |       1.79628 |      -0.09280 |     339.78738 |     338.59259 |       1.25609 |      -0.08027 |     339.73587 |       0.55367 |      -2.17144 |      41.90937 |       2.76590 |     454.59872 |       0.26279 |       1.00000 |     474.24826 |      41.50000 |       3.00000 |       0.00000 |       3.31191 |      47.00123 |     655.83112 |     655.83112 |    1721.00000 |     125.55000 |     160.41292 |       0.00000 |    2006.96289 |    2558.00024 |       0.00000 |       7.95381 |       2.35329 |       2.46582 |       2.56628 |       0.44643 |      -0.24789 |       0.34239 |       0.09839 |       0.05342 |       0.05488 |       0.00953 |       0.00762 | 
    644.33081 |     592.93372 |     592.93372 |       0.00000 |       9.63470 |      10.63470 |       7.79847 |     -15.32087 |       4.07073 |       4.07498 |       6.65945 |     -17.63095 |       4.68941 |       7.66381 |       0.00071 |       0.00000 |      -0.15919 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |      -0.00018 |       0.00764 |      -0.14615 |      -1.59185 |       0.07000 |       0.00000 |       0.00000 |       0.00360 |       0.00360 |       0.00000 |       0.00000 |       0.00000 |       1.65270 |      -0.14825 |     320.68768 |     319.49292 |       1.23809 |      11.83684 |     320.59039 |       0.47085 |      -1.49693 |      41.90953 |       2.76579 |     455.20364 |       0.26478 |       1.00000 |     474.89807 |      41.50000 |       3.00000 |       0.00000 |       3.28522 |      45.89863 |     636.61188 |     636.61188 |    1721.00000 |     125.55000 |     160.37810 |       0.00000 |    2006.92810 |    2558.00024 |       0.00000 |       4.17014 |       0.86617 |       0.88963 |       1.25298 |       0.60372 |      -0.72215 |       0.20734 |       0.06050 |       0.01963 |       0.02695 |       0.01451 |       0.01579 | 
    649.32898 |     597.93188 |     597.93188 |       0.00000 |       9.63609 |      10.63609 |       7.79986 |     -16.80224 |       3.97643 |       3.98061 |       4.72612 |     -19.33567 |       4.58080 |       5.43881 |       0.00071 |       0.00000 |      -0.15575 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00157 |       0.00749 |      -0.14493 |      -1.55749 |       0.07000 |       0.00000 |       0.00000 |       0.00360 |       0.00360 |       0.00000 |       0.00000 |       0.00000 |       1.37691 |      -0.55542 |     303.86652 |     302.67178 |       1.02375 |      36.34826 |     303.75119 |       0.31634 |      -0.51030 |      41.90961 |       2.76566 |     455.53793 |       0.27158 |       1.00000 |     475.26312 |      41.50000 |       3.00000 |       0.00000 |       3.28810 |      45.85414 |     638.32581 |     638.32581 |    1721.00000 |     125.55000 |     160.34328 |       0.00000 |    2006.89319 |    2558.00024 |       0.00000 |       1.45330 |       0.99036 |       0.63847 |       0.61373 |       0.40530 |      -1.21770 |       0.07607 |       0.05191 |       0.01616 |       0.01422 |       0.01563 |       0.03898 | 
    654.33710 |     602.94006 |     602.94006 |       0.00000 |       9.63748 |      10.63748 |       7.80125 |     -18.12277 |       2.81396 |       2.81692 |       2.96720 |     -20.85531 |       3.24166 |       3.41506 |       0.00071 |       0.00000 |      -0.02668 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |      -0.00173 |       0.00864 |      -0.02075 |      -0.26677 |       0.07000 |       0.00000 |       0.00000 |       0.00360 |       0.00360 |       0.00000 |       0.00000 |       0.00000 |       1.55113 |      -0.45419 |     299.41052 |     298.21582 |       1.22240 |      58.10750 |     299.13022 |       0.40171 |       0.23683 |      41.90966 |       2.76556 |     455.68234 |       0.27654 |       1.00000 |     475.43094 |      41.50000 |       3.00000 |       0.00000 |       3.29656 |      49.44530 |     643.61139 |     643.61139 |    1721.00000 |     125.55000 |     160.30846 |       0.00000 |    2006.85852 |    2558.00024 |       0.00000 |       0.82403 |      -0.01708 |       0.24148 |       0.02029 |       0.30138 |      -0.82746 |       0.06773 |       0.02883 |       0.01037 |       0.00142 |       0.02057 |       0.04271 | 
    659.34235 |     607.94531 |     607.94531 |       0.00000 |       9.63887 |      10.63887 |       7.80264 |     -19.39856 |       2.92321 |       2.92629 |       1.30539 |     -22.32347 |       3.36751 |       1.50284 |       0.00071 |       0.00000 |      -1.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00070 |       0.00786 |      -0.99500 |     -10.00000 |       0.07000 |       0.00000 |       0.00000 |       0.07802 |       0.05400 |       0.00000 |       0.00000 |       0.00000 |       1.65051 |      -0.62904 |     297.61063 |     296.41592 |       0.72622 |      73.05338 |     295.86768 |       0.51339 |       0.51788 |      41.90968 |       2.76550 |     455.82840 |       0.26622 |       1.00000 |     475.59152 |      41.50000 |       3.00000 |       0.00000 |       3.25479 |      50.17511 |     646.17590 |     646.17590 |    1721.00000 |     125.55000 |     160.27364 |       0.00000 |    2006.82373 |    2558.00024 |       0.00000 |       0.28678 |       0.49097 |       0.03581 |       0.00766 |       0.18810 |      -0.79228 |       0.03329 |       0.04190 |       0.00278 |       0.00086 |       0.03244 |       0.05411 | 
    664.34021 |     612.94318 |     612.94318 |       0.00000 |       9.64026 |      10.64026 |       7.80403 |     -20.98649 |       2.75931 |       2.76221 |       0.28834 |     -24.15083 |       3.17870 |       0.33194 |       0.00071 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.01777 |       0.00799 |       0.00489 |       0.00000 |       0.07000 |       0.00000 |       0.00000 |       0.11855 |       0.11855 |       0.00000 |       0.00000 |       0.00000 |       1.59490 |      -0.80259 |     293.42157 |     292.22687 |    -174.85872 |      86.25369 |     293.51651 |       0.37091 |       0.76977 |      41.90969 |       2.76548 |     455.87054 |       0.26698 |       1.00000 |     475.65240 |      41.50000 |       3.00000 |       0.00000 |       3.30760 |      50.99066 |     652.83124 |     652.83124 |    1721.00000 |     125.55000 |     160.23883 |       0.00000 |    2006.78894 |    2558.00024 |       0.00000 |       0.10620 |       0.38154 |      -0.00062 |       0.00423 |       0.15003 |      -0.55671 |       0.02008 |       0.05650 |       0.00063 |       0.00338 |       0.03702 |       0.05670 | 
    669.33191 |     617.93488 |     617.93488 |       0.00000 |       9.64165 |      10.64165 |       7.80541 |     -21.00000 |       2.76828 |       2.77120 |       0.28826 |     -24.16637 |       3.18904 |       0.33183 |       0.00071 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.01795 |       0.00797 |       0.00499 |       0.00000 |       0.07000 |       0.00000 |       0.00000 |       0.11855 |       0.11855 |       0.00000 |       0.00000 |       0.00000 |       1.48334 |      -0.77628 |     293.43097 |     292.23627 |    -171.94078 |      88.08452 |     293.54822 |       0.37748 |       0.78588 |      41.90969 |       2.76547 |     455.88651 |       0.26670 |       1.00000 |     475.66888 |      41.50000 |       3.00000 |       0.00000 |       3.30968 |      52.05729 |     654.01892 |     654.01892 |    1721.00000 |     125.55000 |     160.20401 |       0.00000 |    2006.75403 |    2558.00024 |       0.00000 |       0.07431 |       0.38301 |       0.00034 |       0.00173 |       0.21568 |      -0.63624 |       0.01434 |       0.06594 |       0.00067 |       0.00209 |       0.03866 |       0.06271 | 
    674.33380 |     622.93677 |     622.93677 |       0.00000 |       9.64304 |      10.64304 |       7.80680 |     -20.21408 |       2.85335 |       2.85636 |       0.31723 |     -23.26195 |       3.28704 |       0.36518 |       0.00071 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00061 |       0.00796 |       0.00505 |       0.00000 |       0.07000 |       0.00000 |       0.00000 |       0.11855 |       0.11855 |       0.00000 |       0.00000 |       0.00000 |       1.42974 |      -0.71638 |     293.41333 |     292.21863 |       0.58018 |      75.69702 |     293.55252 |       0.26783 |       0.73346 |      41.90969 |       2.76546 |     455.89658 |       0.26496 |       1.00000 |     475.68005 |      41.50000 |       3.00000 |       0.09133 |       7.59010 |      66.49869 |     735.63275 |     735.63275 |    1721.00000 |     125.55000 |     160.16890 |       0.00000 |    2006.71899 |    2558.00024 |       0.00000 |       0.48365 |       0.54855 |       0.05566 |      -0.00739 |       0.24187 |      -0.96070 |       0.06342 |       0.05939 |       0.00374 |       0.00038 |       0.03393 |       0.06481 | 
    679.32703 |     627.92993 |     627.92993 |       0.00000 |       9.64443 |      10.64443 |       7.80819 |     -20.32410 |       2.72967 |       2.73255 |       1.09368 |     -23.38856 |       3.14456 |       1.25891 |       0.00071 |       0.00000 |       0.01036 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00061 |       0.00810 |       0.01528 |       0.10363 |       0.07000 |       0.00000 |       0.00000 |       0.11855 |       0.11855 |       0.00000 |       0.00000 |       0.00000 |       1.29952 |      -0.69305 |     293.20193 |     292.00726 |       0.69742 |      81.93480 |     293.12524 |       0.08354 |       0.67669 |      41.90970 |       2.76545 |     455.91388 |       0.26481 |       1.00000 |     475.69653 |      41.50000 |       3.00000 |       0.10225 |       8.20554 |     101.40365 |     914.83673 |     914.83673 |    1721.00000 |     125.55000 |     160.13995 |       0.00000 |    2006.68994 |    2558.00024 |       0.00000 |       1.43748 |       0.20383 |       0.02266 |      -0.00447 |       0.55580 |      -1.38749 |       0.22354 |       0.07255 |       0.00255 |       0.00050 |       0.05752 |       0.09125 | 
    684.33661 |     632.93958 |     632.93958 |       0.00000 |       9.64582 |      10.64582 |       7.80958 |     -19.87868 |       2.83788 |       2.84088 |       2.01832 |     -22.87598 |       3.26922 |       2.32328 |       0.00071 |       0.00000 |      -0.11517 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00011 |       0.00781 |      -0.10845 |      -1.15169 |       0.07000 |       0.00000 |       0.00000 |       0.11855 |       0.11855 |       0.00000 |       0.00000 |       0.00000 |       1.38651 |      -0.87107 |     291.27960 |     290.08493 |       0.52857 |      68.03402 |     291.18201 |       0.17492 |       0.74696 |      41.90972 |       2.76540 |     455.93704 |       0.27519 |       1.00000 |     475.71625 |      41.50000 |       3.00000 |       0.10040 |       8.09940 |      98.35353 |     912.89362 |     912.89362 |    1721.00000 |     125.55000 |     160.10388 |       0.00000 |    2006.65381 |    2558.00024 |       0.00000 |       2.72060 |      -0.07705 |       0.09065 |       0.00823 |       0.68167 |      -1.59799 |       0.29997 |       0.08376 |       0.00422 |       0.00070 |       0.04523 |       0.08193 | 
    689.33014 |     637.93311 |     637.93311 |       0.00000 |       9.64720 |      10.64720 |       7.81097 |     -18.19416 |       3.72364 |       3.72758 |       3.39309 |     -20.93747 |       4.28962 |       3.90478 |       0.00071 |       0.00000 |       0.02566 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |      -0.00092 |       0.00766 |       0.03092 |       0.25658 |       0.07000 |       0.00000 |       0.00000 |       0.11855 |       0.11855 |       0.00000 |       0.00000 |       0.00000 |       1.22845 |      -0.92639 |     286.83411 |     285.63947 |       0.82339 |      45.79039 |     287.01605 |       0.09129 |       0.90248 |      41.90973 |       2.76533 |     456.00296 |       0.26824 |       1.00000 |     475.77631 |      41.50000 |       3.00000 |       0.23023 |      16.37488 |     134.82567 |    1066.34668 |    1066.34668 |    1721.00000 |     125.55000 |     160.06718 |       0.00000 |    2006.61731 |    2558.00024 |       0.00000 |       6.31672 |       0.03200 |       0.51819 |       0.25115 |       1.12814 |      -2.34233 |       0.48155 |       0.13795 |       0.01437 |       0.00625 |       0.04444 |       0.07879 | 
    694.32562 |     642.94025 |     642.94025 |       0.00000 |       9.64859 |      10.64859 |       7.81236 |     -12.90177 |       7.75989 |       7.76812 |       7.34673 |     -14.84709 |       8.93939 |       8.45477 |       0.00071 |       0.00000 |      -0.15716 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |      -0.00772 |       0.00828 |      -0.13909 |      -1.57155 |       0.07000 |       0.00000 |       0.00000 |       0.11855 |       0.11855 |       0.00000 |       0.00000 |       0.00000 |       1.67333 |      -0.23240 |     270.37433 |     269.17972 |       1.23907 |      21.02209 |     270.45837 |       0.47735 |      -1.10164 |      41.90976 |       2.76516 |     456.25241 |       0.27289 |       1.00000 |     475.93939 |      41.50000 |       3.00000 |       0.26418 |      18.09102 |     165.70717 |    1192.63696 |    1192.63696 |    1721.00000 |     125.55000 |     160.02802 |       0.00000 |    2006.57812 |    2558.00024 |       0.00000 |      13.32575 |       7.48968 |       3.43206 |       3.40647 |       2.40499 |      -3.70149 |       0.73423 |       0.44822 |       0.08206 |       0.07373 |       0.06931 |       0.09405 | 
    699.31873 |     647.93335 |     647.93335 |       0.00000 |       9.64998 |      10.64998 |       7.81375 |      -5.72721 |      12.93286 |      12.94665 |      10.86984 |      -6.59075 |      14.89874 |      12.50887 |       0.00071 |       0.00000 |      -0.01194 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |      -0.00448 |       0.00780 |       0.00270 |      -0.11937 |       0.07000 |       0.00000 |       0.00000 |       0.11855 |       0.11855 |       0.00000 |       0.00000 |       0.00000 |       1.19053 |      -0.50361 |     242.40540 |     241.21085 |       0.97485 |       8.75687 |     242.75612 |       0.21612 |      -1.98839 |      41.90970 |       2.76489 |     456.68558 |       0.28580 |       1.00000 |     476.39581 |      41.50000 |       3.00000 |       0.26418 |      18.15997 |     153.23775 |    1186.89551 |    1186.89551 |    1721.00000 |     125.55000 |     159.98888 |       0.00000 |    2006.53894 |    2558.00024 |       0.00000 |      24.69066 |      20.01987 |      10.28378 |      10.31077 |       2.64990 |      -2.88535 |       1.17234 |       0.94521 |       0.22223 |       0.21766 |       0.05613 |       0.05845 | 
    704.32635 |     652.94098 |     652.94098 |       0.00000 |       9.65137 |      10.65137 |       7.81514 |      -0.29583 |      16.70122 |      16.71911 |      14.13558 |      -0.34044 |      19.24001 |      16.26696 |       0.00003 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |      -0.00840 |       0.00887 |       0.01175 |       0.00000 |       0.07000 |       0.00000 |       0.00000 |       0.11855 |       0.11855 |       0.00000 |       0.00000 |       0.00000 |       1.16061 |      -0.31691 |     227.94635 |     226.75188 |       1.07533 |       3.80797 |     228.17189 |       0.10098 |      -1.62814 |      41.90953 |       2.76458 |     457.00168 |       0.27916 |       1.00000 |     476.70636 |      41.50000 |       3.00000 |       0.26418 |      18.20849 |     150.72141 |    1182.65381 |    1182.65381 |    1721.00000 |     125.55000 |     159.94969 |       0.00000 |    2006.49976 |    2558.00024 |       0.00000 |      37.29509 |      31.03388 |      18.65904 |      17.22225 |       2.27229 |      -1.65347 |       1.76818 |       1.42386 |       0.40521 |       0.36231 |       0.04571 |       0.04000 | 
